PaymentDate,VendorName,PaymentAmount,Fund,FundDescription,Center,CenterName,Account,AccountName,FiscalYear,AccountingPeriod
10/25/2017 0:00,RTW MANAGEMENT                               ,26251.66,200,TRANSPORTATION,21114,TROLLEY-CAMELBACK ROUTE            ,52863,TROLLEY CONTRACTS                  ,2018,4
10/25/2017 0:00,SALT RIVER LANDFILL                          ,21102.1,200,TRANSPORTATION,20810,GRADING AND DRAINAGE               ,52870,LANDFILL CONTRACT                  ,2018,4
10/25/2017 0:00,SALT RIVER LANDFILL                          ,193.5,603,WATER RECLAMATION,29321,SEWER SYSTEM                       ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/25/2017 0:00,SALT RIVER LANDFILL                          ,38952.51,650,SOLID WASTE MANAGEMENT,20540,COLLECTION SVC ADMIN-RES           ,52320,CLEANING & WASTE REMOVAL           ,2018,4
10/25/2017 0:00,SALT RIVER LANDFILL                          ,103383.41,650,SOLID WASTE MANAGEMENT,20540,COLLECTION SVC ADMIN-RES           ,52870,LANDFILL CONTRACT                  ,2018,4
10/25/2017 0:00,SALT RIVER LANDFILL                          ,6974.13,650,SOLID WASTE MANAGEMENT,20542,BRUSH SERVICES-RES                 ,52320,CLEANING & WASTE REMOVAL           ,2018,4
10/25/2017 0:00,SALT RIVER LANDFILL                          ,39402.24,650,SOLID WASTE MANAGEMENT,20542,BRUSH SERVICES-RES                 ,52870,LANDFILL CONTRACT                  ,2018,4
10/25/2017 0:00,SALT RIVER LANDFILL                          ,1302.29,650,SOLID WASTE MANAGEMENT,20542,BRUSH SERVICES-RES                 ,52871,LANDFILL CONTRACT-OTHER            ,2018,4
10/25/2017 0:00,SALT RIVER LANDFILL                          ,7369.62,650,SOLID WASTE MANAGEMENT,20552,FRONT LOAD SERVICE-COMM            ,52320,CLEANING & WASTE REMOVAL           ,2018,4
10/25/2017 0:00,SALT RIVER LANDFILL                          ,38277.64,650,SOLID WASTE MANAGEMENT,20552,FRONT LOAD SERVICE-COMM            ,52870,LANDFILL CONTRACT                  ,2018,4
10/25/2017 0:00,SALT RIVER LANDFILL                          ,1926.7,650,SOLID WASTE MANAGEMENT,20553,ROLL OFF SERVICE-COMM              ,52320,CLEANING & WASTE REMOVAL           ,2018,4
10/25/2017 0:00,SALT RIVER LANDFILL                          ,6727.9,650,SOLID WASTE MANAGEMENT,20553,ROLL OFF SERVICE-COMM              ,52870,LANDFILL CONTRACT                  ,2018,4
10/25/2017 0:00,SALT RIVER PROJECT                           ,754.73,606,INLET/SILVERADO GOLF COURSE IRRIGATION,29602,INLET GOLF COURSE IRRIGATION       ,52510,LAND RENTS                         ,2018,4
10/25/2017 0:00,SARA PAIGE                                   ,264,100,GENERAL,25456,CLUB SAR FITNESS CENTER            ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/25/2017 0:00,SCOTTSDALE CULTURAL COUNCIL                  ,1147.5,285,TOURISM DEVELOPMENT,21705,CANAL CONVERGENCE EVENTS           ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/25/2017 0:00,SCOTTSDALE RAILROAD AND MECHANICAL SOCIETY   ,1357.62,280,SPECIAL PROGRAMS,25494,MCCORMICK RR PK/REV FACILITIES OPER,52590,OTHER RENTALS                      ,2018,4
10/25/2017 0:00,SCOTTYS LAWNMOWER INC                        ,135.41,100,GENERAL,25416,MAINTENANCE-ELDORADO PARK          ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,4
10/25/2017 0:00,SCOTTYS LAWNMOWER INC                        ,135.19,100,GENERAL,25428,MAINTENANCE-HORIZON PARK           ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,4
10/25/2017 0:00,SOMERSET LANDSCAPE LLC                       ,96457.12,100,GENERAL,25420,LANDSCAPE CONTRACTS                ,52322,"MAINTENANCE, MOWING                ",2018,4
10/25/2017 0:00,SOMERSET LANDSCAPE LLC                       ,6739.54,100,GENERAL,25420,LANDSCAPE CONTRACTS                ,52323,LANDSCAPING                        ,2018,4
10/25/2017 0:00,SOMERSET LANDSCAPE LLC                       ,1860.28,200,TRANSPORTATION,25480,MEDIANS & ROW CONTRACTS-TRANSP FUND,52186,R-O-W MEDIAN MAINTENANCE           ,2018,4
10/25/2017 0:00,SOMERSET LANDSCAPE LLC                       ,1149,600,WATER,29221,CAP TREATMENT PLANT                ,52323,LANDSCAPING                        ,2018,4
10/25/2017 0:00,SOMERSET LANDSCAPE LLC                       ,1082.14,603,WATER RECLAMATION,29380,WATER CAMPUS WATER RECLAMATION PLNT,52323,LANDSCAPING                        ,2018,4
10/25/2017 0:00,SOMERSET LANDSCAPE LLC                       ,781.13,603,WATER RECLAMATION,29381,ADVANCED WATER TREATMENT PLANT     ,52323,LANDSCAPING                        ,2018,4
10/25/2017 0:00,SOMERSET LANDSCAPE LLC                       ,458.38,650,SOLID WASTE MANAGEMENT,20535,TRANSFER STATION OPERATIONS        ,53790,"MAT TO MAINT & REPAIR MACH, EQUIP  ",2018,4
10/25/2017 0:00,SOUTHWEST UMPIRES LLC                        ,9144,100,GENERAL,25455,ADULT SPORTS PROGRAMS              ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/25/2017 0:00,SPEEDIE AND ASSOCIATES                       ,674,100,GENERAL,21211,FIELD ENGINEERING                  ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/25/2017 0:00,SPEEDIE AND ASSOCIATES                       ,126.5,200,TRANSPORTATION,20840,ASPHALT & MAINTENANCE              ,52110,ARCHITECTURAL AND ENGINEERING      ,2018,4
10/25/2017 0:00,SPEEDIE AND ASSOCIATES                       ,803,410,CIP TRANSPORTATION PRIVILEGE TAX ,TD01A,DOWNTOWN SIDEWALK IMPROVEMENTS     ,56084,CONT - STREETS                     ,2018,4
10/25/2017 0:00,SPEEDIE AND ASSOCIATES                       ,2282.5,425,CIP FEDERAL GRANTS,TB51D,SKYSONG CTR TR PASS FAC #0008      ,56084,CONT - STREETS                     ,2018,4
10/25/2017 0:00,SPEEDIE AND ASSOCIATES                       ,597,458,PRESERVE TAX '04-LAND & IMPRVMTS,PB54A,NORTH & CENTRAL ACCESS CNTRL STBLZN,56086,CONT - OTHER                       ,2018,4
10/25/2017 0:00,SPEEDIE AND ASSOCIATES                       ,365.5,602,CIP WATER,WB67A,BOOSTER PUMP STATION 42B-INFR IMPRV,56092,CONT - WATER - BOOSTER STATION     ,2018,4
10/25/2017 0:00,SPEEDIE AND ASSOCIATES                       ,126.5,602,CIP WATER,WB76B,BOOSTER STATION UPGRADES           ,56052,DSGN - WATER - BOOSTER STATION     ,2018,4
10/25/2017 0:00,SPEEDIE AND ASSOCIATES                       ,763.5,602,CIP WATER,WD04A,WATER TREATMENT FACILITY IMPR      ,56091,CONT - WATER - TREATMENT FACILITY  ,2018,4
10/25/2017 0:00,SPEEDIE AND ASSOCIATES                       ,983.5,605,CIP WATER RECLAMATION,VB68A,CAMPUS/CAP DRNG & PVNG IMP (WWATER),56098,CONT - WWATER - TREATMENT FACILITY ,2018,4
10/25/2017 0:00,SPEEDIE AND ASSOCIATES                       ,601.5,633,2017A MPC BONDS-WATER DF,WB70C,ZONE 14/16 WATER IMP PHSE 2        ,56092,CONT - WATER - BOOSTER STATION     ,2018,4
10/25/2017 0:00,STATE OF ARIZONA                             ,450,100,GENERAL,21205,STORMWATER MANAGEMENT              ,52800,SUBSCRIPTIONS & MEMBERSHIPS        ,2018,4
10/25/2017 0:00,STATIA D HENDRIX                             ,179.75,100,GENERAL,1080,COURT                              ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,4
10/25/2017 0:00,TESTAMERICA LABORATORIES INC                 ,102,603,WATER RECLAMATION,29470,WATER RECLAMATION LABORATORY       ,52151,LABORATORY TESTING                 ,2018,4
10/25/2017 0:00,THE LAW OFFICE OF ALEXANDER Y BENIKOV        ,2500,100,GENERAL,1080,COURT                              ,52141,PUBLIC DEFENDER SERVICES           ,2018,4
10/25/2017 0:00,TRAVIS BROWN                                 ,132.96,600,WATER,29530,UTILITIES MAINTENANCE - WATER      ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,4
10/25/2017 0:00,TRISTA RATLEY                                ,18.88,100,GENERAL,25000,COMMUNITY SERVICES PLANNING & ADMIN,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,4
10/25/2017 0:00,UNITED FIRE                                  ,70,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,4
10/25/2017 0:00,VERN LEWIS WELDING SUPPLY INC                ,638.84,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,4
10/25/2017 0:00,VULCAN MATERIALS COMPANY                     ,267.87,200,TRANSPORTATION,20810,GRADING AND DRAINAGE               ,53740,STREET MAINTENANCE MATERIALS       ,2018,4
10/25/2017 0:00,WILLIAM J CASENHISER                         ,36,600,WATER,29125,WATER CONSERVATION                 ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,4
10/26/2017 0:00,ACE UNIFORMS OF PHOENIX                      ,374.88,100,GENERAL,22607,RESOURCE MANAGEMENT                ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,4
10/26/2017 0:00,ACTON MOBILE                                 ,391.29,642,CIP AIRPORT,AB59A,AIRPORT TERMINAL AREA RDVLOPMENT PR,56029,BLDG - RELOCATION SERVICES         ,2018,4
10/26/2017 0:00,AED SUPERSTORE                               ,3066.05,100,GENERAL,22607,RESOURCE MANAGEMENT                ,53090,OTHER OPERATING SUPPLIES           ,2018,4
10/26/2017 0:00,APS                                          ,330699.24,100,GENERAL,20901,UTILITIES                          ,52711,ELECTRIC                           ,2018,4
10/26/2017 0:00,APS                                          ,42208.24,100,GENERAL,20910,WESTWORLD TNEC EXPANSION           ,52711,ELECTRIC                           ,2018,4
10/26/2017 0:00,APS                                          ,44814.19,100,GENERAL,21500,WESTWORLD                          ,52711,ELECTRIC                           ,2018,4
10/26/2017 0:00,APS                                          ,5840.79,200,TRANSPORTATION,20909,UTILITIES - MEDIAN & RIGHT OF WAY  ,52711,ELECTRIC                           ,2018,4
10/26/2017 0:00,APS                                          ,6466.62,600,WATER,29110,ENGINEERING/ADMIN - WATER          ,52711,ELECTRIC                           ,2018,4
10/26/2017 0:00,APS                                          ,2719.87,650,SOLID WASTE MANAGEMENT,20535,TRANSFER STATION OPERATIONS        ,52711,ELECTRIC                           ,2018,4
10/26/2017 0:00,ARIZONA DEPARTMENT OF PUBLIC SAFETY          ,286,100,GENERAL,23510,TAX AND LICENSE ADMINISTRATION     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/26/2017 0:00,ARIZONA DEPARTMENT OF PUBLIC SAFETY          ,110,100,GENERAL,23510,TAX AND LICENSE ADMINISTRATION     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/26/2017 0:00,BANK OF AMERICA PROCARD                      ,281859.35,100,GENERAL,23100,ACCOUNTING                         ,53095,PURCHASING CARD EXPENSE            ,2018,4
10/26/2017 0:00,BIG BROTHERS BIG SISTERS OF CENTRAL AZ       ,2474.11,220,CDBG,32301,"17/18-BIG BRO,BIG SIS MENTORNG     ",52825,GRANTS AND SUBSIDIES               ,2018,4
10/26/2017 0:00,BUG OFF PEST CONTROL LLC                     ,1886.5,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52330,"MAINTENANCE, BUILDINGS & STRUCTURE ",2018,4
10/26/2017 0:00,CALGON CARBON CORPORATION                    ,278080,600,WATER,29221,CAP TREATMENT PLANT                ,53043,TREATMENT FILTER MEDIA             ,2018,4
10/26/2017 0:00,CITY OF PHOENIX                              ,160106.36,200,TRANSPORTATION,21110,TRANSIT OPERATIONS                 ,52862,PHOENIX TRANSIT CONTRACTS          ,2018,4
10/26/2017 0:00,CITY OF PHOENIX                              ,7000,230,GRANTS,36817,2017 UASI SCOTTSDALE FIRE CBRNE *03,52245,TRAINING/BUSINESS CONFERENCE       ,2018,4
10/26/2017 0:00,CITY WIDE PEST CONTROL INC                   ,498,100,GENERAL,25400,PARKS & RECREATION PLANNING & ADMIN,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/26/2017 0:00,CITY WIDE PEST CONTROL INC                   ,222,100,GENERAL,25420,LANDSCAPE CONTRACTS                ,52330,"MAINTENANCE, BUILDINGS & STRUCTURE ",2018,4
10/26/2017 0:00,CORONA SOLUTIONS                             ,29400,100,GENERAL,22610,TECHNOLOGY SERVICES                ,52350,SOFTWARE MAINT & LICENSING         ,2018,4
10/26/2017 0:00,COX COMMUNICATIONS PHOENIX                   ,68.31,100,GENERAL,22607,RESOURCE MANAGEMENT                ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,4
10/26/2017 0:00,CREATIVE COMMUNICATIONS                      ,409.96,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,53024,RADIOS AND ASSOCIATED EQUIPMENT    ,2018,4
10/26/2017 0:00,DAILY JOURNAL CORPORATION                    ,8.54,100,GENERAL,1050,CIVIL DIVISION                     ,52180,BOND SALE EXPENSE                  ,2018,4
10/26/2017 0:00,DON GERKIN                                   ,77.75,100,GENERAL,21205,STORMWATER MANAGEMENT              ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,4
10/26/2017 0:00,FIRE SECURITY ELECTRONICS & COMMUNICATIONS IN,17758.84,400,CIP GENERAL,JD05A,CCTV & ACCESS CONTROL REPLACEMENT  ,56133,EQUP - OTHER                       ,2018,4
10/26/2017 0:00,FORENSIC COUNSELING AND EVALUATIONS PLLC     ,140,100,GENERAL,1080,COURT                              ,52150,MEDICAL SERVICES                   ,2018,4
10/26/2017 0:00,FOUNTAIN HILLS LAW FIRM                      ,500,100,GENERAL,1080,COURT                              ,52141,PUBLIC DEFENDER SERVICES           ,2018,4
10/26/2017 0:00,FUCELLO ARCHITECTS LLC                       ,12278.98,400,CIP GENERAL,YD01A,FACILITIES REPAIR AND MAINT PROGRM ,56030,BLDG - BLDG MAINTENANCE & REPAIRS  ,2018,4
10/26/2017 0:00,FUCELLO ARCHITECTS LLC                       ,33479.3,446,2015 GO BONDS Q5-PUBLIC SAFETY-FIRE,BC04A,FIRE STATION 603 RELOCATION        ,56049,DSGN - ARCHITECTURAL SERVICES      ,2018,4
10/26/2017 0:00,HONORHEALTH                                  ,3000,100,GENERAL,22011,EMERGENCY MEDICAL SERVICES         ,52150,MEDICAL SERVICES                   ,2018,4
10/26/2017 0:00,INFORMATION MARKET                           ,300,100,GENERAL,23520,TAX AUDIT                          ,52800,SUBSCRIPTIONS & MEMBERSHIPS        ,2018,4
10/26/2017 0:00,ISS FACILITY SERVICES                        ,1195.47,100,GENERAL,25403,STADIUM OPERATIONS                 ,52157,CUSTODIAL SERVICES                 ,2018,4
10/26/2017 0:00,JOYFUL FACES                                 ,1250,100,GENERAL,25452,PARKS & REC - SPECIAL EVENTS       ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/26/2017 0:00,KAMAN INDUSTRIAL TECHNOLOGIES                ,612.57,100,GENERAL,20905,HVAC MAINTENANCE                   ,53790,"MAT TO MAINT & REPAIR MACH, EQUIP  ",2018,4
10/26/2017 0:00,KELLER ELECTRICAL INDUSTRIES INC             ,2489.03,600,WATER,29530,UTILITIES MAINTENANCE - WATER      ,53793,MAT TO MAINT AND REPAIR ELEC       ,2018,4
10/26/2017 0:00,KONE INC                                     ,3040,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,4
10/26/2017 0:00,KONE INC                                     ,575,200,TRANSPORTATION,20909,UTILITIES - MEDIAN & RIGHT OF WAY  ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,4
10/26/2017 0:00,KUV CONSULTANTS LLC                          ,1600,600,WATER,29500,WATER ADMINISTRATION               ,52250,SPONSORED TRAINING                 ,2018,4
10/26/2017 0:00,LANDSCAPES UNLIMITED LLC                     ,8366.07,444,2002 GO BONDS,DB50A,SCOTTS RD PRES & STREETSCAPE ENHANC,56090,CONT - LANDSCAPING                 ,2018,4
10/26/2017 0:00,MA MORTENSON COMPANY                         ,85492.92,602,CIP WATER,WB76B,BOOSTER STATION UPGRADES           ,56092,CONT - WATER - BOOSTER STATION     ,2018,4
10/26/2017 0:00,MAGICIAN ERIC GILIAM                         ,995,100,GENERAL,25452,PARKS & REC - SPECIAL EVENTS       ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/26/2017 0:00,MEAD & HUNT INC                              ,5627.5,642,CIP AIRPORT,AD01C,RELOCATE ELECTRICAL VAULT AND BCN *,56080,CONT -CONSTRUCTION BUDGET USE ONLY ,2018,4
10/26/2017 0:00,MICRO KEY SOLUTIONS                          ,1535,100,GENERAL,22608,MUNICIPAL SECURITY                 ,52350,SOFTWARE MAINT & LICENSING         ,2018,4
10/26/2017 0:00,MOHAMMAD RAHMAN                              ,77.75,100,GENERAL,21205,STORMWATER MANAGEMENT              ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,4
10/26/2017 0:00,MORRIS VISITOR PUBLICATIONS LLC              ,911,100,GENERAL,21500,WESTWORLD                          ,52185,ADVERTISING                        ,2018,4
10/26/2017 0:00,NATIONAL CREDIT REPORTING                    ,24.9,221,CDBG REHAB REVOLVING LOAN,31070,FY 15/16 COS REHABILIATION         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/26/2017 0:00,NESBITT CONTRACTING COMPANY INC              ,83607.85,605,CIP WATER RECLAMATION,VB62B,WASTEWATER COLLECTION SYSTEM IMPROV,56101,CONT - WWATER - LIFT STATIONS      ,2018,4
10/26/2017 0:00,NUCO2 INC                                    ,14.34,280,SPECIAL PROGRAMS,25494,MCCORMICK RR PK/REV FACILITIES OPER,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,4
10/26/2017 0:00,RDO EQUIPMENT CO                             ,329.22,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,4
10/26/2017 0:00,RICHARD ANDERSON                             ,77.75,100,GENERAL,21205,STORMWATER MANAGEMENT              ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,4
10/26/2017 0:00,SCOTTSDALE CULTURAL COUNCIL                  ,5000,285,TOURISM DEVELOPMENT,21705,CANAL CONVERGENCE EVENTS           ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/26/2017 0:00,SCOTTSDALE FENCING CLUB                      ,160,100,GENERAL,25451,LEISURE EDUCATION PROGRAMS         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/26/2017 0:00,SCOTTYS LAWNMOWER INC                        ,85.87,100,GENERAL,25416,MAINTENANCE-ELDORADO PARK          ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,4
10/26/2017 0:00,SCOTTYS LAWNMOWER INC                        ,77.07,100,GENERAL,25432,MAINTENANCE-MOUNTAIN VIEW PARK     ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,4
10/26/2017 0:00,SERVICESTAR                                  ,17457.14,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52157,CUSTODIAL SERVICES                 ,2018,4
10/26/2017 0:00,SHIELD SCREENING                             ,2955.35,100,GENERAL,22608,MUNICIPAL SECURITY                 ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/26/2017 0:00,SHIELD SCREENING                             ,162,100,GENERAL,25100,PRESERVE PLANNING & ADMINISTRATION ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/26/2017 0:00,SHIELD SCREENING                             ,1370.75,100,GENERAL,27401,STAFFING SERVICES                  ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/26/2017 0:00,SOLE IMAGES                                  ,664.83,603,WATER RECLAMATION,29480,STORMWATER QUALITY PERMIT          ,53090,OTHER OPERATING SUPPLIES           ,2018,4
10/26/2017 0:00,SPOK INC                                     ,33.13,100,GENERAL,22607,RESOURCE MANAGEMENT                ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,4
10/26/2017 0:00,STERICYCLE INC                               ,1269.6,640,AVIATION,21900,AVIATION                           ,52190,OTHER PROFESSIONAL SERVICES        ,2018,4
10/26/2017 0:00,TDINDUSTRIES INC                             ,388.56,600,WATER,29275,BOOSTER STATIONS                   ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,4
10/26/2017 0:00,THE AARONS COMPANY LLC                       ,4300,100,GENERAL,1115,GOVERNMENTAL RELATIONS             ,52130,CONSULTANTS                        ,2018,4
10/26/2017 0:00,THOMSON REUTERS - WEST                       ,3860.59,100,GENERAL,1050,CIVIL DIVISION                     ,52810,SUBSCRIPTIONS - LIBRARY            ,2018,4
10/26/2017 0:00,THOMSON REUTERS - WEST                       ,3860.58,100,GENERAL,1051,PROSECUTION                        ,52810,SUBSCRIPTIONS - LIBRARY            ,2018,4
